node,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,pagerank_centrality,clustering_coefficient
3466,0.0030528525090631558,0.15250009440442658,0.001715248119663197,3.489474540927225e-05,0.00028791038987549284,0.21428571428571427
937,0.0019080328181644724,0.14789649865964416,0.0003493412893676944,1.459657837625449e-05,0.00019009872909030306,0.3
5233,0.0007632131272657889,0.14373793718636851,0.0,6.681320201491573e-06,8.892996087934685e-05,1.0
8579,0.0019080328181644724,0.14223737289668725,0.00035838805830684087,5.131748375726487e-06,0.00019347739396011744,0.3
10310,0.004960885327227628,0.17089274080637024,0.00875853820067516,0.0002698843812326264,0.00045337346602052374,0.05128205128205128
15931,0.003816065636328945,0.15797262078948388,0.0030060929955505163,9.485823079977487e-05,0.0003559651569003916,0.2
17038,0.006487311581759206,0.1581165559448572,0.009719236624726343,0.0011946975287802008,0.0005581343689319253,0.1323529411764706
18720,0.0011448196908986834,0.13712641052684996,0.0,2.910645703376346e-06,0.0001229699290307287,1.0
19607,0.0015264262545315779,0.13878291695926034,3.05148819526626e-05,3.020729899364704e-06,0.0001573058715340158,0.6666666666666666
1854,0.0030528525090631558,0.14719006031508,0.0010775207556511723,8.174224071220507e-06,0.0003632799362289024,0.25
4583,0.0011448196908986834,0.14774407586674315,0.0003399339237399931,7.88747274580367e-06,0.0001311554371310703,0.3333333333333333
9572,0.012974623163518412,0.18903821471838708,0.025689005573850524,0.0033703563503460674,0.0011726979586704827,0.0659536541889483
10841,0.0026712459454302615,0.1532728031386253,0.002707168068342148,1.0879848283594022e-05,0.00025722093312438186,0.09523809523809523
13056,0.003816065636328945,0.16584701680590047,0.00365890399868271,9.270964251756171e-05,0.0003380219962708665,0.17777777777777778
14982,0.0007632131272657889,0.14776393928108397,0.0,7.948852641663163e-06,8.707061431287568e-05,1.0
16310,0.006487311581759206,0.1764059997388105,0.010148759874837853,0.0002007394029926603,0.0005885554290052198,0.08823529411764706
19640,0.009540164090822362,0.174353790974465,0.0071805190850704114,0.00854874090940605,0.0004892533988425603,0.24333333333333335
23855,0.0030528525090631558,0.14994108872751738,0.0034016137786973756,9.501620803848125e-06,0.00033566338338261785,0.14285714285714285
24372,0.00038160656363289447,0.14060573736111331,0.0,5.916363695863194e-06,5.8309924939098945e-05,0
24814,0.008013737836290783,0.1562063928898099,0.005502571992543268,6.779298377661897e-06,0.000570008804388838,0.26666666666666666
5052,0.01106659034535394,0.18298487935613003,0.024422231614460273,0.0003184333613967318,0.0009509092481648861,0.06157635467980296
899,0.0011448196908986834,0.15745210549248398,5.773191655662977e-05,1.1386442458461043e-05,0.00010919120705223895,0.6666666666666666
1796,0.0007632131272657889,0.15144242794038706,0.0,9.099905964814e-06,7.970879937681778e-05,1.0
2287,0.005342491890860523,0.16466263189762823,0.003721118433070327,0.0002852401720499605,0.00047333625032555497,0.17582417582417584
3096,0.0045792787635947334,0.16677817608083498,0.002171756980656998,1.051106022946851e-05,0.00037163248183780343,0.2727272727272727
3386,0.004197672199961839,0.16116944672588265,0.0034641911444100236,9.656081583178376e-05,0.000300371790531661,0.41818181818181815
4472,0.0015264262545315779,0.1588478364464088,0.0012497192609288352,8.38085413978223e-05,0.00016733871946039995,0.16666666666666666
5346,0.00763213127265789,0.16936534523926994,0.011010013512264893,1.1077859516987334e-05,0.0007779104469472835,0.07894736842105263
5740,0.00038160656363289447,0.1486901709636125,0.0,6.983047660060562e-06,5.651861463573426e-05,0
6094,0.0015264262545315779,0.15925446972170149,0.000497432682436975,8.486890818126717e-06,0.00013558073366977492,0.5
6376,0.0007632131272657889,0.15087418967319977,0.0,8.820348643171797e-06,9.209894616887847e-05,1.0
9124,0.009158557527189467,0.16364110085453906,0.007220292209998934,1.4160018607549188e-05,0.000964292684928547,0.09057971014492754
10235,0.004960885327227628,0.16940885480748638,0.002049141653702107,0.0007959760878084016,0.0003559470370617833,0.1794871794871795
10427,0.0030528525090631558,0.1592698551404747,0.0025161010167488755,5.9302039836537466e-05,0.00022633665448688192,0.2857142857142857
10597,0.0022896393817973667,0.15156773655962616,0.0011779618977432876,7.473501893475284e-06,0.00029401618746754417,0.2
15159,0.0015264262545315779,0.15519908407239855,0.0001817906310291642,7.390567326863379e-06,0.00015818358231131196,0.5
16148,0.0068689181453921,0.1811849951158428,0.015738698646944733,1.7288626747706764e-05,0.0005447007020067762,0.11764705882352941
16741,0.0026712459454302615,0.15191690661251875,0.0025885525338216037,7.550734372807582e-06,0.0003435334869608013,0.23809523809523808
18235,0.00038160656363289447,0.1486901709636125,0.0,6.983047660060562e-06,5.651861463573426e-05,0
18549,0.00038160656363289447,0.1486901709636125,0.0,6.983047660060562e-06,5.651861463573426e-05,0
19297,0.0061057050181263115,0.16704856323427436,0.006936196922979622,0.00011490039928535624,0.0006143884368440545,0.075
20511,0.012211410036252623,0.17709767650220792,0.010760055089917755,0.0007462782179915741,0.0006983793272690247,0.3165322580645161
20595,0.00343445907269605,0.1615801500106884,0.006540381556842926,0.00022482734944055498,0.0002566075375222963,0.19444444444444445
20613,0.003816065636328945,0.16380369323454258,0.002471442552608134,0.00023500325890496123,0.0003318966922242851,0.2
24371,0.008395344399923678,0.17767982654082595,0.01143486947336346,2.8785271267670242e-05,0.0006214515252997972,0.14285714285714285
24559,0.008776950963556573,0.17421560504692526,0.011157475442840193,2.820838699330789e-05,0.0008090365414905995,0.05928853754940711
24731,0.00038160656363289447,0.1486901709636125,0.0,6.983047660060562e-06,5.651861463573426e-05,0
25102,0.0026712459454302615,0.16243987294896578,0.0015517485617014533,0.00012634252029332445,0.00024399744043926346,0.47619047619047616
25271,0.0061057050181263115,0.17428927693826554,0.004030240406945357,0.007546765717721108,0.0004062676433928037,0.175
25396,0.008776950963556573,0.17553260972732684,0.0030848610805170916,0.004008498115176794,0.0004617110797058813,0.5731225296442688
